Люди WordPress: Михаил Кобзарёв;https://ru.wordpress.org/news/2022/08/people-of-wordpress-mikhail-kobzarev/;['Опубликовано', '31.08.202201.09.2022', 'автором', 'Olga', 'Gleckler.Рубрики', 'Люди', 'WordPressМетки', 'people-of-wordpress'];"<span class=""posted-on"">Опубликовано <a href=""https://ru.wordpress.org/news/2022/08/people-of-wordpress-mikhail-kobzarev/"" rel=""bookmark""><time class=""entry-date published"" datetime=""2022-08-31T12:05:59+03:00"">31.08.2022</time><time class=""updated"" datetime=""2022-09-01T14:49:47+03:00"">01.09.2022</time></a> автором <span class=""entry-author vcard""><a class=""url fn n"" href=""https://profiles.wordpress.org/oglekler/"">Olga Gleckler</a></span>.</span>"
WordPress Translation Day 2021 — Переводим WordPress вместе!;https://ru.wordpress.org/news/2021/09/wordpress-translation-day-2021-%d0%bf%d0%b5%d1%80%d0%b5%d0%b2%d0%be%d0%b4%d0%b8%d0%bc-wordpress-%d0%b2%d0%bc%d0%b5%d1%81%d1%82%d0%b5/;['Опубликовано', '09.09.202111.09.2021', 'автором', 'Denis', 'Yanchevskiy.Рубрики', 'Новости,', 'Общие', 'вопросыМетки', 'WPTDОставьте', 'комментарий', 'к', 'WordPress', 'Translation', 'Day', '2021', '—', 'Переводим', 'WordPress', 'вместе!'];"<span class=""posted-on"">Опубликовано <a href=""https://ru.wordpress.org/news/2021/09/wordpress-translation-day-2021-%d0%bf%d0%b5%d1%80%d0%b5%d0%b2%d0%be%d0%b4%d0%b8%d0%bc-wordpress-%d0%b2%d0%bc%d0%b5%d1%81%d1%82%d0%b5/"" rel=""bookmark""><time class=""entry-date published"" datetime=""2021-09-09T10:17:24+03:00"">09.09.2021</time><time class=""updated"" datetime=""2021-09-11T12:04:48+03:00"">11.09.2021</time></a> автором <span class=""entry-author vcard""><a class=""url fn n"" href=""https://profiles.wordpress.org/denisco/"">Denis Yanchevskiy</a></span>.</span>"
Yoast SEO: Ищем русскоязычных блогеров;https://ru.wordpress.org/news/2020/05/yoast-seo-%d0%b8%d1%89%d0%b5%d0%bc-%d1%80%d1%83%d1%81%d1%81%d0%ba%d0%be%d1%8f%d0%b7%d1%8b%d1%87%d0%bd%d1%8b%d1%85-%d0%b1%d0%bb%d0%be%d0%b3%d0%b5%d1%80%d0%be%d0%b2/;['Опубликовано', '17.05.202022.05.2020', 'автором', 'Sergey', 'Biryukov.Рубрики', 'Новости,', 'Общие', 'вопросы'];"<span class=""posted-on"">Опубликовано <a href=""https://ru.wordpress.org/news/2020/05/yoast-seo-%d0%b8%d1%89%d0%b5%d0%bc-%d1%80%d1%83%d1%81%d1%81%d0%ba%d0%be%d1%8f%d0%b7%d1%8b%d1%87%d0%bd%d1%8b%d1%85-%d0%b1%d0%bb%d0%be%d0%b3%d0%b5%d1%80%d0%be%d0%b2/"" rel=""bookmark""><time class=""entry-date published"" datetime=""2020-05-17T10:19:07+03:00"">17.05.2020</time><time class=""updated"" datetime=""2020-05-22T09:51:25+03:00"">22.05.2020</time></a> автором <span class=""entry-author vcard""><a class=""url fn n"" href=""https://profiles.wordpress.org/sergeybiryukov/"">Sergey Biryukov</a></span>.</span>"
